year,country,home_team,away_team,score
1979,Wales,Wales,Germany,0-2
1979,Switzerland,Switzerland,German DR,0-2
1979,Norway,Norway,Portugal,0-1
1979,Cyprus,Cyprus,Romania,1-1
1979,Bulgaria,Bulgaria,Republic of Ireland,1-0
1979,Russia,Russia,Hungary,2-2
1979,Switzerland,Switzerland,Iceland,2-0
1979,Malta,Malta,Wales,0-2
1979,Bulgaria,Bulgaria,England,0-3
1979,Denmark,Denmark,Northern Ireland,4-0
1979,Norway,Norway,Scotland,0-4
1979,Sweden,Sweden,Luxembourg,3-0
1979,Iceland,Iceland,Switzerland,1-2
1979,Finland,Finland,Russia,1-1
1979,Bolivia,Bolivia,Argentina,2-1
1979,Bolivia,Bolivia,Brazil,2-1
1979,Brazil,Brazil,Argentina,2-1
1979,Argentina,Argentina,Bolivia,3-0
1979,Venezuela,Venezuela,Chile,1-1
1979,Colombia,Colombia,Chile,1-0
1979,Brazil,Brazil,Bolivia,2-0
1979,Colombia,Colombia,Venezuela,4-0
1979,Argentina,Argentina,Brazil,2-2
1979,Austria,Austria,Norway,4-0
1979,Chile,Chile,Venezuela,7-0
1979,Ecuador,Ecuador,Paraguay,1-2
1979,Chile,Chile,Colombia,2-0
1979,Ecuador,Ecuador,Uruguay,2-1
1979,Iceland,Iceland,Netherlands,0-4
1979,Sweden,Sweden,France,1-3
1979,England,England,Denmark,1-0
1979,Greece,Greece,Russia,1-0
1979,Iceland,Iceland,German DR,0-3
1979,Norway,Norway,Belgium,1-2
1979,Switzerland,Switzerland,Poland,0-2
1979,Paraguay,Paraguay,Ecuador,2-0
1979,Uruguay,Uruguay,Ecuador,2-1
1979,Poland,Poland,German DR,1-1
1979,Uruguay,Uruguay,Paraguay,2-2
1979,Czechoslovakia,Czechoslovakia,Sweden,4-1
1979,Poland,Poland,Iceland,2-0
1979,Spain,Spain,Yugoslavia,0-1
1979,German DR,German DR,Switzerland,5-2
1979,Belgium,Belgium,Portugal,2-0
1979,Germany,Germany,Wales,5-1
1979,Hungary,Hungary,Finland,3-1
1979,Netherlands,Netherlands,Poland,1-1
1979,Northern Ireland,Northern Ireland,England,1-5
1979,Peru,Peru,Chile,1-2
1979,Republic of Ireland,Republic of Ireland,Bulgaria,3-0
1979,Scotland,Scotland,Austria,1-1
1979,Luxembourg,Luxembourg,Sweden,1-1
1979,Paraguay,Paraguay,Brazil,2-1
1979,Malta,Malta,Turkey,1-2
1979,Brazil,Brazil,Paraguay,2-2
1979,Bulgaria,Bulgaria,Denmark,3-0
1979,Russia,Russia,Finland,2-2
1979,Yugoslavia,Yugoslavia,Romania,2-1
1979,Portugal,Portugal,Norway,3-1
1979,Yugoslavia,Yugoslavia,Cyprus,5-0
1979,France,France,Czechoslovakia,2-1
1979,Romania,Romania,Cyprus,2-0
1979,Belgium,Belgium,Scotland,2-0
1979,German DR,German DR,Netherlands,2-3
1979,Northern Ireland,Northern Ireland,Republic of Ireland,1-0
1979,Portugal,Portugal,Austria,1-2
1979,Turkey,Turkey,Wales,1-0
1979,England,England,Bulgaria,2-0
1979,Czechoslovakia,Czechoslovakia,Luxembourg,4-0
1979,Paraguay,Paraguay,Chile,3-0
1979,Chile,Chile,Paraguay,1-0
1979,Cyprus,Cyprus,Spain,1-3
1979,Scotland,Scotland,Belgium,1-3
1979,Germany,Germany,Turkey,2-0
1980,England,England,Republic of Ireland,2-0
1980,New Caledonia,New Caledonia,Australia,0-8
1980,Vanuatu,Vanuatu,Papua New Guinea,3-4
1980,Fiji,Fiji,Solomon Islands,3-1
1980,New Zealand,New Zealand,Tahiti,1-3
1980,Australia,Australia,Papua New Guinea,11-2
1980,New Caledonia,New Caledonia,Vanuatu,4-3
1980,Fiji,Fiji,New Zealand,4-0
1980,Germany,Germany,Malta,8-0
1980,Solomon Islands,Solomon Islands,Tahiti,1-12
1980,Australia,Australia,Vanuatu,1-0
1980,New Caledonia,New Caledonia,Papua New Guinea,8-0
1980,Fiji,Fiji,Tahiti,3-6
1980,New Zealand,New Zealand,Solomon Islands,6-1
1980,Australia,Australia,Tahiti,4-2
1980,New Caledonia,New Caledonia,Fiji,2-1
1980,Egypt,Egypt,Ivory Coast,2-1
1980,Nigeria,Nigeria,Tanzania,3-1
1980,Guinea,Guinea,Morocco,1-1
1980,Egypt,Egypt,Tanzania,2-1
1980,Algeria,Algeria,Morocco,1-0
1980,Ghana,Ghana,Guinea,1-0
1980,Ivory Coast,Ivory Coast,Tanzania,1-1
1980,Nigeria,Nigeria,Egypt,1-0
1980,Algeria,Algeria,Guinea,3-2
1980,Ghana,Ghana,Morocco,0-1
1980,Algeria,Algeria,Egypt,2-2
1980,Nigeria,Nigeria,Morocco,1-0
1980,Egypt,Egypt,Morocco,0-2
1980,Nigeria,Nigeria,Algeria,3-0
1980,Cyprus,Cyprus,Republic of Ireland,2-3
1980,Scotland,Scotland,Portugal,4-1
1980,Libya,Libya,Gambia,2-1
1980,Sierra Leone,Sierra Leone,Algeria,2-2
1980,Zambia,Zambia,Ethiopia,4-0
1980,Iceland,Iceland,Wales,0-4
1980,Finland,Finland,Bulgaria,0-2
1980,Czechoslovakia,Czechoslovakia,Germany,0-1
1980,Netherlands,Netherlands,Greece,1-0
1980,Belgium,Belgium,England,1-1
1980,Algeria,Algeria,Sierra Leone,3-1
1980,Germany,Germany,Netherlands,3-2
1980,Greece,Greece,Czechoslovakia,1-3
1980,Belgium,Belgium,Spain,2-1
1980,Italy,Italy,England,1-0
1980,Netherlands,Netherlands,Czechoslovakia,1-1
1980,Spain,Spain,England,1-2
1980,Sweden,Sweden,Israel,1-1
1980,Italy,Italy,Czechoslovakia,1-1
1980,Belgium,Belgium,Germany,1-2
1980,Guinea,Guinea,Lesotho,3-1
1980,Senegal,Senegal,Morocco,0-1
1980,Cameroon,Cameroon,Malawi,3-0
1980,Tunisia,Tunisia,Nigeria,2-0
1980,Kenya,Kenya,Tanzania,3-1
1980,Lesotho,Lesotho,Guinea,1-1
1980,Nigeria,Nigeria,Tunisia,2-0
1980,DR Congo,DR Congo,Mozambique,5-2
1980,Tanzania,Tanzania,Kenya,5-0
1980,Malawi,Malawi,Cameroon,1-1
1980,Mozambique,Mozambique,DR Congo,1-2
1980,Somalia,Somalia,Niger,1-1
1980,Albania,Albania,Finland,2-0
1980,Iceland,Iceland,Russia,1-2
1980,England,England,Norway,4-0
1980,Luxembourg,Luxembourg,Yugoslavia,0-5
1980,Republic of Ireland,Republic of Ireland,Netherlands,2-1
1980,Sweden,Sweden,Scotland,0-1
1980,Kuwait,Kuwait,United Arab Emirates,1-1
1980,Malaysia,Malaysia,South Korea,1-1
1980,North Korea,North Korea,Bangladesh,3-2
1980,Qatar,Qatar,United Arab Emirates,2-1
1980,Kuwait,Kuwait,Malaysia,3-1
1980,North Korea,North Korea,China PR,2-1
1980,Bangladesh,Bangladesh,Syria,0-1
1980,Qatar,Qatar,South Korea,0-2
1980,China PR,China PR,Iran,2-2
1980,United Arab Emirates,United Arab Emirates,Malaysia,0-2
1980,Kuwait,Kuwait,South Korea,0-3
1980,Bangladesh,Bangladesh,Iran,0-7
1980,Malaysia,Malaysia,Qatar,1-1
1980,Syria,Syria,China PR,1-0
1980,Finland,Finland,Austria,0-2
1980,Iran,Iran,North Korea,3-2
1980,Norway,Norway,Romania,1-1
1980,South Korea,South Korea,United Arab Emirates,4-1
1980,Turkey,Turkey,Iceland,1-3
1980,China PR,China PR,Bangladesh,6-0
1980,Kuwait,Kuwait,Qatar,4-0
1980,Syria,Syria,North Korea,1-2
1980,Yugoslavia,Yugoslavia,Denmark,2-1
1980,Kuwait,Kuwait,Iran,2-1
1980,South Korea,South Korea,North Korea,2-1
1980,Iran,Iran,North Korea,3-0
1980,Kuwait,Kuwait,South Korea,3-0
1980,Cyprus,Cyprus,France,0-7
1980,Luxembourg,Luxembourg,Italy,0-2
1980,Cameroon,Cameroon,Zimbabwe,2-0
1980,Denmark,Denmark,Greece,0-1
1980,Northern Ireland,Northern Ireland,Sweden,3-0
1980,Republic of Ireland,Republic of Ireland,Belgium,1-1
1980,Romania,Romania,England,2-1
1980,Russia,Russia,Iceland,5-0
1980,Wales,Wales,Turkey,4-0
1980,Bulgaria,Bulgaria,Albania,2-1
1980,France,France,Republic of Ireland,2-0
1980,Switzerland,Switzerland,Norway,1-2
1980,Italy,Italy,Denmark,2-0
1980,Austria,Austria,Albania,5-0
1980,Italy,Italy,Yugoslavia,2-0
1980,Madagascar,Madagascar,DR Congo,1-1
1980,Morocco,Morocco,Zambia,2-0
1980,Zimbabwe,Zimbabwe,Cameroon,1-0
1980,Belgium,Belgium,Netherlands,1-0
1980,Denmark,Denmark,Luxembourg,4-0
1980,England,England,Switzerland,2-1
1980,Portugal,Portugal,Northern Ireland,1-0
1980,Republic of Ireland,Republic of Ireland,Cyprus,6-0
1980,Wales,Wales,Czechoslovakia,1-0
1980,Zambia,Zambia,Morocco,2-0
1980,Bulgaria,Bulgaria,Germany,1-3
1980,Czechoslovakia,Czechoslovakia,Turkey,2-0
1980,Albania,Albania,Austria,0-1
1980,Greece,Greece,Italy,0-2
1980,Nigeria,Nigeria,Tanzania,1-1
1980,Malta,Malta,Poland,0-2
1980,Algeria,Algeria,Sudan,2-0
1980,Niger,Niger,Togo,0-1
1980,Portugal,Portugal,Israel,3-0
1980,Tanzania,Tanzania,Nigeria,0-2
1980,Cyprus,Cyprus,Belgium,0-2
1980,DR Congo,DR Congo,Madagascar,3-2
1980,Guinea,Guinea,Liberia,1-0
1980,Hong Kong,Hong Kong,China PR,0-1
1980,North Korea,North Korea,Macau,3-0
1980,Singapore,Singapore,Japan,0-1
1980,China PR,China PR,Macau,3-0
1980,Hong Kong,Hong Kong,Singapore,1-1
1980,China PR,China PR,Japan,1-0
1980,Singapore,Singapore,North Korea,0-1
1980,Hong Kong,Hong Kong,North Korea,2-2
1980,Japan,Japan,Macau,3-0
1980,Sudan,Sudan,Algeria,1-1
1980,Togo,Togo,Niger,1-2
1980,North Korea,North Korea,Japan,1-0
1981,North Korea,North Korea,China PR,2-4
1981,Greece,Greece,Luxembourg,2-0
1981,Venezuela,Venezuela,Brazil,0-1
1981,Bolivia,Bolivia,Venezuela,3-0
1981,Belgium,Belgium,Cyprus,3-2
1981,Bolivia,Bolivia,Brazil,1-2
1981,Netherlands,Netherlands,Cyprus,3-0
1981,Israel,Israel,Scotland,0-1
1981,Luxembourg,Luxembourg,Greece,0-2
1981,Venezuela,Venezuela,Bolivia,1-0
1981,Qatar,Qatar,Iraq,0-1
1981,Syria,Syria,Bahrain,0-1
1981,Saudi Arabia,Saudi Arabia,Iraq,1-0
1981,Brazil,Brazil,Bolivia,3-1
1981,Qatar,Qatar,Bahrain,3-0
1981,Saudi Arabia,Saudi Arabia,Syria,2-0
1981,Belgium,Belgium,Republic of Ireland,1-0
1981,Iraq,Iraq,Bahrain,2-0
1981,Netherlands,Netherlands,France,1-0
1981,Scotland,Scotland,Northern Ireland,1-1
1981,Turkey,Turkey,Wales,0-1
1981,Qatar,Qatar,Syria,2-1
1981,Saudi Arabia,Saudi Arabia,Bahrain,1-0
1981,Brazil,Brazil,Venezuela,5-0
1981,Iraq,Iraq,Syria,2-1
1981,Saudi Arabia,Saudi Arabia,Qatar,1-0
1981,Albania,Albania,Germany,0-2
1981,Malta,Malta,German DR,1-2
1981,DR Congo,DR Congo,Cameroon,1-0
1981,Guinea,Guinea,Nigeria,1-1
1981,Nigeria,Nigeria,Guinea,1-0
1981,Turkey,Turkey,Czechoslovakia,0-3
1981,South Korea,South Korea,Malaysia,2-1
1981,Kuwait,Kuwait,Thailand,6-0
1981,South Korea,South Korea,Thailand,5-1
1981,Kuwait,Kuwait,Malaysia,4-0
1981,New Zealand,New Zealand,Australia,3-3
1981,Cameroon,Cameroon,DR Congo,6-1
1981,Morocco,Morocco,Egypt,1-0
1981,Malaysia,Malaysia,Thailand,2-2
1981,Scotland,Scotland,Israel,3-1
1981,Switzerland,Switzerland,Hungary,2-2
1981,Cyprus,Cyprus,Netherlands,0-1
1981,France,France,Belgium,3-2
1981,Germany,Germany,Austria,2-0
1981,Kuwait,Kuwait,South Korea,2-0
1981,Northern Ireland,Northern Ireland,Portugal,1-0
1981,Yugoslavia,Yugoslavia,Greece,5-1
1981,Algeria,Algeria,Niger,4-0
1981,Luxembourg,Luxembourg,Denmark,1-2
1981,Poland,Poland,German DR,1-0
1981,Fiji,Fiji,New Zealand,0-4
1981,Indonesia,Indonesia,New Zealand,0-2
1981,Bulgaria,Bulgaria,Finland,4-0
1981,Hungary,Hungary,Romania,1-0
1981,Australia,Australia,New Zealand,0-2
1981,Ecuador,Ecuador,Paraguay,1-0
1981,Australia,Australia,Indonesia,2-0
1981,Norway,Norway,Hungary,1-2
1981,New Zealand,New Zealand,Indonesia,5-0
1981,Finland,Finland,Germany,0-4
1981,Czechoslovakia,Czechoslovakia,Iceland,6-1
1981,Austria,Austria,Bulgaria,2-0
1981,New Zealand,New Zealand,Taiwan,2-0
1981,Switzerland,Switzerland,England,2-1
1981,Niger,Niger,Algeria,1-0
1981,Paraguay,Paraguay,Ecuador,3-1
1981,Denmark,Denmark,Italy,3-1
1981,Romania,Romania,Norway,1-0
1981,Sweden,Sweden,Northern Ireland,1-0
1981,Fiji,Fiji,Taiwan,2-1
1981,Hungary,Hungary,England,1-3
1981,Paraguay,Paraguay,Chile,0-1
1981,Australia,Australia,Taiwan,3-2
1981,Chile,Chile,Ecuador,2-0
1981,Indonesia,Indonesia,Taiwan,1-0
1981,Austria,Austria,Finland,5-1
1981,Norway,Norway,Switzerland,1-1
1981,Chile,Chile,Paraguay,3-0
1981,Sweden,Sweden,Portugal,3-0
1981,Taiwan,Taiwan,Indonesia,2-0
1981,Colombia,Colombia,Peru,1-1
1981,Fiji,Fiji,Australia,1-4
1981,Uruguay,Uruguay,Colombia,3-2
1981,Indonesia,Indonesia,Fiji,3-3
1981,Australia,Australia,Fiji,10-0
1981,New Zealand,New Zealand,Fiji,13-0
1981,Peru,Peru,Colombia,2-0
1981,Uruguay,Uruguay,Peru,1-2
1981,Indonesia,Indonesia,Australia,1-0
1981,Finland,Finland,Albania,2-1
1981,Belgium,Belgium,France,2-0
1981,Czechoslovakia,Czechoslovakia,Wales,2-0
1981,Denmark,Denmark,Yugoslavia,1-2
1981,Iceland,Iceland,Turkey,2-0
1981,Netherlands,Netherlands,Republic of Ireland,2-2
1981,Norway,Norway,England,2-1
1981,Scotland,Scotland,Sweden,2-0
1981,Colombia,Colombia,Uruguay,1-1
1981,Germany,Germany,Finland,7-1
1981,Iceland,Iceland,Czechoslovakia,1-1
1981,Russia,Russia,Turkey,4-0
1981,New Zealand,New Zealand,China PR,1-0
1981,Turkey,Turkey,Russia,0-3
1981,German DR,German DR,Poland,2-3
1981,New Zealand,New Zealand,Kuwait,1-2
1981,Nigeria,Nigeria,Algeria,0-2
1981,Romania,Romania,Switzerland,1-2
1981,Albania,Albania,Bulgaria,0-2
1981,Austria,Austria,Germany,1-3
1981,Greece,Greece,Denmark,2-3
1981,Hungary,Hungary,Switzerland,3-0
1981,Netherlands,Netherlands,Belgium,3-0
1981,Portugal,Portugal,Sweden,1-2
1981,Republic of Ireland,Republic of Ireland,France,3-2
1981,Wales,Wales,Iceland,2-2
1981,Yugoslavia,Yugoslavia,Italy,1-1
1981,China PR,China PR,Kuwait,3-0
1981,Israel,Israel,Portugal,4-1
1981,Russia,Russia,Czechoslovakia,2-0
1981,Algeria,Algeria,Nigeria,2-1
1981,Hungary,Hungary,Norway,4-1
1981,Mexico,Mexico,Cuba,4-0
1981,Canada,Canada,El Salvador,1-0
1981,Honduras,Honduras,Haiti,4-0
1981,Saudi Arabia,Saudi Arabia,Kuwait,0-1
1981,Canada,Canada,Haiti,1-1
1981,Mexico,Mexico,El Salvador,0-1
1981,Honduras,Honduras,Cuba,2-0
1981,German DR,German DR,Malta,5-1
1981,Haiti,Haiti,Mexico,1-1
1981,Honduras,Honduras,Canada,2-1
1981,Saudi Arabia,Saudi Arabia,China PR,2-4
1981,Italy,Italy,Greece,1-1
1981,Haiti,Haiti,Cuba,0-2
1981,Mexico,Mexico,Canada,1-1
1981,Morocco,Morocco,Cameroon,0-2
1981,Poland,Poland,Malta,6-0
1981,England,England,Hungary,1-0
1981,France,France,Netherlands,2-0
1981,Germany,Germany,Albania,8-0
1981,Northern Ireland,Northern Ireland,Israel,1-0
1981,Portugal,Portugal,Scotland,2-1
1981,Russia,Russia,Wales,3-0
1981,China PR,China PR,Saudi Arabia,2-0
1981,El Salvador,El Salvador,Haiti,1-0
1981,Cuba,Cuba,Canada,2-2
1981,Yugoslavia,Yugoslavia,Luxembourg,5-0
1981,Germany,Germany,Bulgaria,4-0
1981,New Zealand,New Zealand,Saudi Arabia,2-2
1981,Cameroon,Cameroon,Morocco,2-1
1981,Czechoslovakia,Czechoslovakia,Russia,1-1
1981,Greece,Greece,Yugoslavia,1-2
1981,Kuwait,Kuwait,China PR,1-0
1981,France,France,Cyprus,4-0
1981,Italy,Italy,Luxembourg,1-0
1981,Kuwait,Kuwait,Saudi Arabia,2-0
1981,Kuwait,Kuwait,New Zealand,2-2
1981,Saudi Arabia,Saudi Arabia,New Zealand,0-5
1982,China PR,China PR,New Zealand,1-2
1982,Cameroon,Cameroon,Tunisia,1-1
1982,Libya,Libya,Ghana,2-2
1982,Algeria,Algeria,Zambia,1-0
1982,Ethiopia,Ethiopia,Nigeria,0-3
1982,Libya,Libya,Tunisia,2-0
1982,Algeria,Algeria,Nigeria,2-1
1982,Ethiopia,Ethiopia,Zambia,0-1
1982,Ghana,Ghana,Tunisia,1-0
1982,Nigeria,Nigeria,Zambia,0-3
1982,Algeria,Algeria,Ghana,2-3
1982,Libya,Libya,Zambia,2-1
1982,Algeria,Algeria,Zambia,0-2
1982,Libya,Libya,Ghana,1-1
1982,Romania,Romania,Cyprus,3-1
1982,Malta,Malta,Iceland,2-1
1982,Argentina,Argentina,Belgium,0-1
1982,Brazil,Brazil,Russia,2-1
1982,Hungary,Hungary,El Salvador,10-1
1982,Scotland,Scotland,New Zealand,5-2
1982,England,England,France,3-1
1982,Germany,Germany,Algeria,1-2
1982,Spain,Spain,Honduras,1-1
1982,Chile,Chile,Austria,0-1
1982,Czechoslovakia,Czechoslovakia,Kuwait,1-1
1982,Argentina,Argentina,Hungary,4-1
1982,Brazil,Brazil,Scotland,4-1
1982,Italy,Italy,Peru,1-1
1982,Belgium,Belgium,El Salvador,1-0
1982,Russia,Russia,New Zealand,3-0
1982,England,England,Czechoslovakia,2-0
1982,Germany,Germany,Chile,4-1
1982,Spain,Spain,Yugoslavia,2-1
1982,Algeria,Algeria,Austria,0-2
1982,France,France,Kuwait,4-1
1982,Honduras,Honduras,Northern Ireland,1-1
1982,Belgium,Belgium,Hungary,1-1
1982,Poland,Poland,Peru,5-1
1982,Russia,Russia,Scotland,2-2
1982,Argentina,Argentina,El Salvador,2-0
1982,Brazil,Brazil,New Zealand,4-0
1982,Italy,Italy,Cameroon,1-1
1982,Algeria,Algeria,Chile,3-2
1982,France,France,Czechoslovakia,1-1
1982,Honduras,Honduras,Yugoslavia,0-1
1982,England,England,Kuwait,1-0
1982,Germany,Germany,Austria,1-0
1982,Spain,Spain,Northern Ireland,0-1
1982,Austria,Austria,France,0-1
1982,Poland,Poland,Belgium,3-0
1982,Italy,Italy,Argentina,2-1
1982,Austria,Austria,Northern Ireland,2-2
1982,Belgium,Belgium,Russia,0-1
1982,Argentina,Argentina,Brazil,1-3
1982,Spain,Spain,Germany,1-2
1982,France,France,Northern Ireland,4-1
1982,Italy,Italy,Brazil,3-2
1982,Germany,Germany,France,3-3
1982,Poland,Poland,Italy,0-2
1982,Poland,Poland,France,3-2
1982,Italy,Italy,Germany,3-1
1982,Iceland,Iceland,Netherlands,1-1
1982,Finland,Finland,Poland,2-3
1982,Romania,Romania,Sweden,2-0
1982,Austria,Austria,Albania,5-0
1982,Denmark,Denmark,England,2-2
1982,Finland,Finland,Portugal,0-2
1982,Netherlands,Netherlands,Republic of Ireland,2-1
1982,Wales,Wales,Norway,1-0
1982,Belgium,Belgium,Switzerland,3-0
1982,Czechoslovakia,Czechoslovakia,Sweden,2-2
1982,Luxembourg,Luxembourg,Greece,0-2
1982,Portugal,Portugal,Poland,2-1
1982,Austria,Austria,Northern Ireland,2-0
1982,Norway,Norway,Yugoslavia,3-1
1982,Republic of Ireland,Republic of Ireland,Iceland,2-0
1982,Russia,Russia,Finland,2-0
1982,Scotland,Scotland,German DR,2-0
1982,Bulgaria,Bulgaria,Norway,2-2
1982,Spain,Spain,Iceland,1-0
1982,Turkey,Turkey,Albania,1-0
1982,Luxembourg,Luxembourg,Denmark,1-2
1982,Cyprus,Cyprus,Sweden,0-1
1982,Italy,Italy,Czechoslovakia,2-2
1982,Austria,Austria,Turkey,4-0
1982,Bulgaria,Bulgaria,Yugoslavia,0-1
1982,Greece,Greece,England,0-3
1982,Northern Ireland,Northern Ireland,Germany,1-0
1982,Republic of Ireland,Republic of Ireland,Spain,3-3
1982,Switzerland,Switzerland,Scotland,2-0
1982,Belgium,Belgium,Scotland,3-2
1982,England,England,Luxembourg,9-0
1982,Yugoslavia,Yugoslavia,Wales,4-4
1982,Malta,Malta,Netherlands,0-6
1983,Cyprus,Cyprus,Italy,1-1
1983,Spain,Spain,Netherlands,1-0
1983,Cyprus,Cyprus,Czechoslovakia,1-1
1983,Luxembourg,Luxembourg,Hungary,2-6
1983,Albania,Albania,Germany,1-2
1983,German DR,German DR,Belgium,1-2
1983,Malta,Malta,Republic of Ireland,0-1
1983,Northern Ireland,Northern Ireland,Turkey,2-1
1983,Scotland,Scotland,Switzerland,2-2
1983,Czechoslovakia,Czechoslovakia,Cyprus,6-0
1983,Romania,Romania,Italy,1-0
1983,Hungary,Hungary,Luxembourg,6-2
1983,Poland,Poland,Finland,1-1
1983,Turkey,Turkey,Germany,0-3
1983,Belgium,Belgium,German DR,2-1
1983,Denmark,Denmark,Greece,1-0
1983,England,England,Hungary,2-0
1983,Northern Ireland,Northern Ireland,Albania,1-0
1983,Russia,Russia,Portugal,5-0
1983,Spain,Spain,Republic of Ireland,2-0
1983,Wales,Wales,Bulgaria,1-0
1983,Albania,Albania,Turkey,1-1
1983,Hungary,Hungary,Greece,2-3
1983,Malta,Malta,Spain,2-3
1983,Romania,Romania,Czechoslovakia,0-1
1983,Sweden,Sweden,Cyprus,5-0
1983,Poland,Poland,Russia,1-1
1983,Iceland,Iceland,Spain,0-1
1983,Sweden,Sweden,Italy,2-0
1983,Denmark,Denmark,Hungary,3-1
1983,Finland,Finland,Russia,0-1
1983,Iceland,Iceland,Malta,1-0
1983,Albania,Albania,Austria,1-2
1983,Sweden,Sweden,Romania,0-1
1983,Ecuador,Ecuador,Argentina,2-2
1983,Bolivia,Bolivia,Colombia,0-1
1983,Ecuador,Ecuador,Brazil,0-1
1983,Peru,Peru,Colombia,1-0
1983,Bolivia,Bolivia,Peru,1-1
1983,Argentina,Argentina,Brazil,1-0
1983,Colombia,Colombia,Peru,2-2
1983,Colombia,Colombia,Bolivia,2-2
1983,Brazil,Brazil,Ecuador,5-0
1983,Uruguay,Uruguay,Chile,2-1
1983,Peru,Peru,Bolivia,2-1
1983,Uruguay,Uruguay,Venezuela,3-0
1983,Argentina,Argentina,Ecuador,2-2
1983,Netherlands,Netherlands,Iceland,3-0
1983,Norway,Norway,Bulgaria,1-2
1983,Chile,Chile,Venezuela,5-0
1983,Chile,Chile,Uruguay,2-0
1983,Venezuela,Venezuela,Uruguay,1-2
1983,England,England,Denmark,0-1
1983,Iceland,Iceland,Republic of Ireland,0-3
1983,Northern Ireland,Northern Ireland,Austria,3-1
1983,Portugal,Portugal,Finland,5-0
1983,Sweden,Sweden,Czechoslovakia,1-0
1983,Germany,Germany,Austria,3-0
1983,Russia,Russia,Poland,2-0
1983,Denmark,Denmark,Luxembourg,6-0
1983,German DR,German DR,Switzerland,3-0
1983,Hungary,Hungary,England,0-3
1983,Republic of Ireland,Republic of Ireland,Netherlands,2-3
1983,Scotland,Scotland,Belgium,1-1
1983,Turkey,Turkey,Northern Ireland,1-0
1983,Yugoslavia,Yugoslavia,Norway,2-1
1983,Paraguay,Paraguay,Brazil,1-1
1983,Peru,Peru,Uruguay,0-1
1983,Italy,Italy,Sweden,0-3
1983,Uruguay,Uruguay,Peru,1-1
1983,Germany,Germany,Turkey,5-1
1983,Hungary,Hungary,Denmark,1-0
1983,Uruguay,Uruguay,Brazil,2-0
1983,Poland,Poland,Portugal,0-1
1983,Brazil,Brazil,Uruguay,1-1
1983,Switzerland,Switzerland,Belgium,3-1
1983,Cyprus,Cyprus,Romania,0-1
1983,Portugal,Portugal,Russia,1-0
1983,Bulgaria,Bulgaria,Wales,1-0
1983,Czechoslovakia,Czechoslovakia,Italy,2-0
1983,German DR,German DR,Scotland,2-1
1983,Germany,Germany,Northern Ireland,0-1
1983,Greece,Greece,Denmark,0-2
1983,Luxembourg,Luxembourg,England,0-4
1983,Netherlands,Netherlands,Spain,2-1
1983,Republic of Ireland,Republic of Ireland,Malta,8-0
1983,Turkey,Turkey,Austria,3-1
1983,Germany,Germany,Albania,2-1
1983,Czechoslovakia,Czechoslovakia,Romania,1-1
1983,Greece,Greece,Hungary,2-2
1983,Greece,Greece,Luxembourg,1-0
1983,Wales,Wales,Yugoslavia,1-1
1983,Netherlands,Netherlands,Malta,5-0
1983,Spain,Spain,Malta,12-1
1983,Yugoslavia,Yugoslavia,Bulgaria,3-2
1983,Italy,Italy,Cyprus,3-1
1984,Cameroon,Cameroon,Egypt,0-1
1984,Ivory Coast,Ivory Coast,Togo,3-0
1984,Algeria,Algeria,Malawi,3-0
1984,Ghana,Ghana,Nigeria,1-2
1984,Cameroon,Cameroon,Togo,4-1
1984,Ivory Coast,Ivory Coast,Egypt,1-2
1984,Algeria,Algeria,Ghana,2-0
1984,Malawi,Malawi,Nigeria,2-2
1984,Ivory Coast,Ivory Coast,Cameroon,0-2
1984,Ghana,Ghana,Malawi,1-0
1984,Egypt,Egypt,Nigeria,2-2
1984,Algeria,Algeria,Egypt,3-1
1984,Cameroon,Cameroon,Nigeria,3-1
1984,Cyprus,Cyprus,Austria,1-2
1984,Sweden,Sweden,Malta,4-0
1984,Finland,Finland,Northern Ireland,1-0
1984,France,France,Denmark,1-0
1984,Belgium,Belgium,Yugoslavia,2-0
1984,Romania,Romania,Spain,1-1
1984,Denmark,Denmark,Yugoslavia,5-0
1984,France,France,Belgium,5-0
1984,Germany,Germany,Romania,2-1
1984,Portugal,Portugal,Spain,1-1
1984,Denmark,Denmark,Belgium,3-2
1984,France,France,Yugoslavia,3-2
1984,Germany,Germany,Spain,0-1
1984,Portugal,Portugal,Romania,1-0
1984,France,France,Portugal,3-2
1984,Denmark,Denmark,Spain,1-1
1984,France,France,Spain,2-0
1984,Sierra Leone,Sierra Leone,Morocco,0-1
1984,Angola,Angola,Senegal,1-0
1984,Mauritius,Mauritius,Malawi,0-1
1984,Morocco,Morocco,Sierra Leone,4-0
1984,Senegal,Senegal,Angola,1-0
1984,Malawi,Malawi,Mauritius,4-0
1984,Zambia,Zambia,Uganda,3-0
1984,Uganda,Uganda,Zambia,1-0
1984,Egypt,Egypt,Zimbabwe,1-0
1984,Iceland,Iceland,Wales,1-0
1984,Northern Ireland,Northern Ireland,Romania,3-2
1984,Norway,Norway,Switzerland,0-1
1984,Republic of Ireland,Republic of Ireland,Russia,1-0
1984,Sweden,Sweden,Portugal,0-1
1984,Denmark,Denmark,Norway,1-0
1984,Hungary,Hungary,Austria,3-1
1984,Zimbabwe,Zimbabwe,Egypt,1-1
1984,Norway,Norway,Russia,1-1
1984,Kenya,Kenya,Ethiopia,2-1
